urduWord,romanUrdu,devanagri,englishWord,hindiWord,wordClass,origin,englishMeaning,useInTense
اجرت,Ujrat,उज़र,Wages,वेतन,Noun,Arabic,"Wages or salary. It refers to the payment received for work done, especially on a daily or hourly basis.",Mujhe mere kaam ka poora ujrat mil gaya.
الفت,Ulfat,उल्फ़त,Love,प्यार,Noun,Arabic,Love or affection. It signifies deep affection or fondness for someone.,Uski ulfat ne mujhe naya jeevan diya.
امید,Ummeed,उम्मीद,Hope,आशा,Noun,Persian,Hope or expectation. It refers to a feeling of optimism or anticipation about the future.,Usne kabhi ummeed ka daaman nahi chhoda.
انس,Uns,उंस,Intimacy,अंतरंगता,Noun,Arabic,Intimacy or familiarity. It denotes a close and affectionate bond between people.,Tumhare saath ka uns mujhe hamesha khush rakhta hai.
عقبہ,Uqba,उक़बा,Consequence,परिणाम,Noun,Arabic,Consequence or outcome. It signifies the result or consequence of an action or event.,"Har amal ka uqba hota hai, jo humein sochne par majboor karta hai."
عریانی,Uryaani,उर्यानी,Desolate,उजड़ा,Noun,Persian,Drowsiness or lethargy. It refers to a state of feeling sleepy or lacking energy.,Uski uryaani ne sabko hairaan kar diya.
عشاق,Ushshaaq,उश्शाक़,Lovers,प्रेमी,Noun,Arabic,Lovers or admirers. It refers to those who are passionate or enthusiastic about someone or something.,Woh apne ushshaaq mein bohot mashhoor tha.
عذر,Uzr,उज़्र,Excuse,बहाना,Noun,Arabic,Excuse or apology. It denotes a reason or justification for not being able to do something.,Usne apni galti par uzr maang liya.
واعظ,Vaaiz,वाइज़,Preacher,प्रवचनकार,Noun,Arabic,Preacher or sermonizer. It refers to someone who delivers religious or moral lectures or sermons.,Vaaiz ne apne waaz se sabko naseehat ki.
وصل,Vasl,वस्ल,Union,एकता,Noun,Arabic,"Union or connection. It signifies the act of joining or coming together, especially in a romantic or emotional context.",Tumhare vasl ne meri zindagi ko mukammal kar diya.
وابستہ,Waabasta,वाबस्ता,attached,संबंधित,Adjective,Persian,Attached or connected. It describes something that is closely linked or associated with another.,Main tumhare khayalon se waabasta hoon.
وفا,Wafa,वफ़ा,Faithfulness,निष्ठा,Noun,Arabic,"Loyalty or fidelity. It denotes faithfulness or devotion to a person, cause, or promise.",Uski wafa ne hamare rishton ko mazboot bana diya.
واقف,Waqif,वाक़िफ़,Aware,जागरूक,Adjective,Arabic,Aware or familiar. It describes someone who is knowledgeable or informed about something.,Main tumhare saare raaz se waqif hoon.
وقت,Waqt,वक़्त,Time,समय,Noun,Arabic,Time or moment. It refers to a specific period or point in time.,Waqt ka sahi istimaal kamiyabi ki kunji hai.
وردہ,Wardah,वर्दा,Rose,गुलाब,Noun,Arabic,Rose. It denotes a type of flowering plant known for its fragrant blooms.,"Wardah apne nafees aur mutaqarir rawaiye ke liye mashhoor thi, jo har mehfil mein rang bhar deti thi."
وحشت,Wehshat,वहशत,Horror,भयानकता,Noun,Arabic,Fear or terror. It refers to a feeling of extreme anxiety or dread.,"Jungal ke andheray mein, usne akele chalne ki wehshat ka samna kiya, jo uske dil ko kaamp rahe thi."
وحشی,Wehshi,वहशी,Savage,जंगली,Adjective,Arabic,Savage or wild. It describes something or someone that is untamed or uncivilized.,"Wehshi darindon ke darmiyan jeena mushkil hai, magar insaan apni himmat se sab kuch paar kar sakta hai."
ظاہر,Zaahir,ज़ाहिर,Manifest,प्रत्यक्ष,Adjective,Arabic,Manifest or apparent. It signifies something that is clearly visible or obvious.,Tumhare jazbaat itne zaahir hain ke tumhare chehre se hi sab kuch bayan ho jata hai.
زبردست,Zabardast,ज़बरदस्त,Powerful,शक्तिशाली,Adjective,Persian,Powerful or strong. It denotes something that is forceful or vigorous in nature.,Uski zabardast mehnat aur lagan ne use kamiyabi ke darwaze tak pohchaya.
زحمت,Zahmat,ज़हमत,Effort,प्रयास,Noun,Arabic,Trouble or effort. It refers to the exertion of physical or mental energy.,"Tumhari madad ke liye hazir hoon, chahe jitni bhi zahmat uthani pade."
ذائقہ,Zaiqa,ज़ायक़ा,Taste,स्वाद,Noun,Arabic,Taste or flavor. It denotes the distinctive quality of a food or drink that can be sensed by the tongue.,Uske haathon ka pakaya hua khana itna lazeez tha ke sab uske zaiqe ki tareef karte nahi thakte.
جذبہ,Zajba,ज़ज़्बा,Emotion,भावना,Noun,Arabic,Emotion or feeling. It refers to a strong or intense emotion.,Tumhare zajba aur junoon ko dekh kar mujhe yakin hai ke tum apne maqasad mein zaroor kamiyab hoge.
زلزلہ,Zalzalaa,ज़लज़ला,Earthquake,भूकंप,Noun,Arabic,Earthquake. It signifies a sudden and violent shaking of the ground caused by geological processes.,Usne zindagi ke har zulm aur zalzalaa ka bahaduri se samna kiya.
زماں,Zaman,ज़मान,Time,काल,Noun,Arabic,Time or age. It refers to a period or era in history.,"Zaman badal gaye, magar humari dosti aur pyar wahi purani rahe."
زمین,Zameen,ज़मीन,Land,भूमि,Noun,Persian,"Land or earth. It denotes the solid surface of the Earth, especially in contrast to the sky or sea.",Usne apni zameen ko mehfooz rakhne ke liye har mushkil ko jhela aur kabhi haar nahi maani.
ضمیر,Zameer,ज़मीर,Conscience,विवेक,Noun,Arabic,Conscience or moral sense. It refers to the inner voice or sense of right and wrong.,Uska zameer itna saaf hai ke woh hamesha sachai aur insaf ka saath deta hai.
ظرف,Zarf,ज़र्फ़,Character,चरित्र,Noun,Arabic,Capacity or capability. It signifies the ability or potential of someone to do something.,"Tumhare zarf ka imtehaan har mushkil ghadi mein hota hai, aur tum hamesha sarfaraz rehte ho."
ذریعہ,Zariya,ज़रिया,Means,साधन,Noun,Arabic,Means or medium. It refers to an instrument or method used to achieve a particular purpose.,"Ilm hasil karne ka behtareen zariya kitaabein hain, jo humein har qism ka gyaan deti hain."
ضروری,Zaroori,ज़रूरी,Necessary,आवश्यक,Adjective,Arabic,Necessary or essential. It denotes something that is required or indispensable.,Zindagi mein kamiyabi ke liye mehnat aur lagan bohot zaroori hain.
ذرہ,Zarra,ज़र्रा,Particle,कण,Noun,Arabic,Particle or atom. It refers to a tiny piece or small unit of matter.,Uske pyaar ka har zarra mere dil mein mehsoos hota hai.
زینت,Zeenat,ज़ीनत,Beauty,सौंदर्य,Noun,Arabic,Beauty or adornment. It signifies something that enhances or adds to the attractiveness of someone or something.,Tumhari muskurahat tumhare chehre ki zeenat ko aur barhati hai.
زیست,Zeest,ज़ीस्त,Life,जीवन,Noun,Persian,Life or existence. It denotes the state or quality of being alive.,"Tumhare bina meri zeest adhuri hai, tum hi meri zindagi ka asal maksad ho."
ذہنسیب,Zehnaseeb,ज़ेहनसीब,Fortunate,भाग्यशाली,Noun,Arabic,Fortunate or lucky. It describes someone who is blessed or favored by destiny.,"Woh apne aqal aur danayi ke liye sabke dil mein apni jagah banata hai, jo uske zehnaseeb hone ka saboot hai."
ضیا,Zia,ज़िआ,Light,प्रकाश,Noun,Arabic,Light or radiance. It refers to brightness or illumination.,Uski zia se roshan hui zindagi ne mujhe naye raaste dikhaye.
زیبا,Ziba,ज़ीबा,Beautiful,सुंदर,Adjective,Persian,Beautiful or lovely. It describes something or someone that is visually pleasing or attractive.,Tumhare kapdon ka ziba design sabko bhut pasand aaya.
ذکر,Zikr,ज़िक्र,Remembrance,स्मरण,Noun,Arabic,Remembrance or mention. It refers to the act of remembering or mentioning something.,Tumhare zikr se mere dil ko hamesha sukoon milta hai.
زبان,Zubaan,ज़ुबान,Tongue,जीभ,Noun,Persian,Language or tongue. It denotes the organ in the mouth used for speaking or a specific human language.,Tumhari zubaan ka fasahat aur balaghat sabko mutasir kar deta hai.
زلفیں,Zulefien,ज़ुलफ़ीएं,Locks,ताले,Noun,Persian,"Locks of hair or tresses. It refers to the long strands of hair, especially those cascading from the head.","Uski kali zulefien hawa mein lehra rahi thi, jo uske husn ko aur barhati thi."
زلف,Zulf,ज़ुल्फ़,Tresses,केश,Noun,Persian,"Hair or locks. It signifies the thick, flowing hair, especially of a woman.",Uske ghane zulfein uske chehre ko ik naya rang de rahi thi.
مہجابی,Mahhjabeen ,माहजबीन ,moon-faced,चांद जैसा चेहरा,Noun,Persian,Moon-faced or beautiful. It describes someone with a face as beautiful as the moon.,"Mahhjabeen apni khubsurti aur sadgi ke liye mashhoor thi, jo sabko apna diwana banati thi."
سیونی,Sayonee,सयोनी,Beloved,प्रिय,Noun,Persian,Beloved or dear one. It refers to someone who is cherished or loved deeply.,"Sayonee ka pyaar hamesha mere dil ke kareeb rahega, chahe kitna bhi waqt guzar jaye."
ہمراز,Hamraaz,हमराज़,Confidant,विश्वासी,Noun,Persian,Confidant or intimate friend. It denotes someone with whom one shares personal matters or secrets.,"Tum mere hamraaz ho, tumhare bina main apni zindagi ka tasavvur bhi nahi kar sakta."
 جانِ غزل,Jaane-e-Ghazal,जान-ए-ग़ज़ल,Lover,प्रेमी,Noun,Persian,Connoisseur of Ghazals. It refers to someone who has deep knowledge and appreciation for Ghazal poetry.,Jaane-e-Ghazal apni shayari ke zariye sabke dil jeet leta hai.
فراغت,Faragat,फ़राग़त,Relief,राहत,Noun,Arabic,Leisure or relaxation. It refers to free time or the state of being free from work or responsibilities.,Faragat ke kuch pal milte hi usne apni kitaab khol li.
فرقت,Furqat,फ़ुर्क़त,Separation,विभाजन,Noun,Arabic,Separation or parting. It signifies the act of being apart or the state of being separated.,"Furqat ke dard ko sehna bohot mushkil hota hai, magar zaroori bhi hai."
قیاس,Qayaas,क़यास,Reasoning,तर्क,Noun,Arabic,Analogy or comparison. It refers to drawing a comparison between two different things based on similarity.,Tumhare qayaas se mujhe maloom hua ke tum kitne zaheen ho.
رفتہ رفتہ,Rafta Rafta,रफ़्ता रफ़्ता,Gradually,धीरे,Adverb,Persian,Gradually or slowly. It signifies something that happens or progresses gradually over time.,Rafta rafta humari dosti ek gehri mohabbat mein badal gayi.
فانی,Faani,फ़ानी,Transitory,अनित्य,Adjective,Arabic,Transient or temporary. It denotes something that is impermanent or fleeting.,"Duniya ki har cheez faani hai, lekin pyar amar hota hai."
تشریح,Tashreeh,तशरीह,Explanation,व्याख्या,Noun,Arabic,Explanation or commentary. It refers to providing a detailed explanation or interpretation of something.,Uski tashreeh ne sabko samjhaya ke asal maqasad kya hai.
فاش,Faash,फ़ाश,Revealed,प्रकट,Noun,Arabic,Exposed or revealed. It signifies something that is brought to light or made public.,Uske jhoot ke faash hone par sab bohot hairaan ho gaye.
فانوس,Fanoos,फ़ानूस,Lantern,लालटेन,Noun,Persian,Lantern or lamp. It refers to a portable light source with a protective enclosure.,Fanoos ki roshni ne andheray mein raushanai phailai.
کوچہ,Koocha,कूचा,Alley,गली,Noun,Persian,Lane or alley. It denotes a narrow street or passage between buildings.,Uske pyar ka koocha mere dil ka asal maskan hai.
پوشیدہ,Posheeda,पोशीदा,Hidden,छिपा,Adjective,Persian,Hidden or concealed. It describes something that is not easily visible or known.,"Usne apne jazbaat ko posheeda rakhne ki koshish ki, magar uski aankhein sab kuch bayan kar gayi."
مراد,Muraad,मुराद,Desire,इच्छा,Noun,Arabic,Desire or wish. It refers to a strong longing or aspiration for something.,"Tumhari muraad puri hogi, tum bas yakeen aur mehnat se apne raste par chalte raho."
طلب,Talab,तलब,Demand,मांग,Noun,Arabic,Demand or request. It denotes the act of asking for something or the desire to obtain something,Uski talab itni gehri thi ke usne har mushkil ko paar kar ke apne maqsad ko hasil kiya.
سحر,Sahar,सहर,Dawn,भोर,Noun,Arabic,Morning or dawn. It refers to the early part of the day when the sun rises.,Sahar ki pehli kiran ne zindagi ko ek naye roshni di.
نرگس,Nargish,नरगिश,Narcissus,नर्किसस,Noun,Persian,"Delicate or tender. It describes something that is soft, gentle, or refined.",Nargish ke phoolon ki khushbu se sara bagh mehka utha.
معذرت,Maazarat,माज़रत,Apology,याचना,Noun,Arabic,Apology or regret. It signifies expressing sorrow or remorse for something.,Usne apni galti par maazarat maang li aur sabne use maaf kar diya.
مخالف,Mukhalif,मुख़ालिफ़,Opponent,प्रतिद्वंद्वी,Adjective,Arabic,Opponent or adversary. It refers to someone who opposes or competes with another.,"Uske mukhalif hamesha uske raste mein rukawat banane ki koshish karte hain, magar woh kabhi rukta nahi."
شہریار,Shahryaar,शाहरयार,King,राजा,Noun,Persian,Nobleman or gentleman. It denotes a person of high rank or social standing.,Shahryaar apne badshah aur adalati rawaiye ke liye mashhoor tha.
